battery_id,discharge_cycle,ambient_temperature,capacity_ah,voltage_mean,voltage_min,voltage_std,voltage_drop_rate,current_mean,current_std,temperature_max,temperature_mean,discharge_duration_s,rul_cycles,capacity_3cy_slope,voltage_mean_3cy_avg
B0005,13,24,1.8137521577549054,3.558081969139198,2.5724981777366227,0.23460775776275253,0.0002643962777755471,-1.8826095043160833,0.4942824152307196,38.582485834057856,32.3181954403762,3470.281,98,-0.005433697465772357,3.555711169843041
B0005,14,24,1.8134404914735822,3.555692244172496,2.5249886697730286,0.237911318298918,0.0002662774299157645,-1.882536787636365,0.49428703573729343,38.520294134873915,32.15709029211502,3470.0,97,-0.0003807221469048112,3.5578444779868903
B0005,15,24,1.8025980036306504,3.562746818017503,2.694621861688723,0.22392608690207388,0.0002550502464715826,-1.8817935155260215,0.49541451927035984,38.21358592965045,32.04407000314609,3450.297,96,-0.005577077062127256,3.558840343776399
B0005,16,24,1.80210690024615,3.5614521756489204,2.64010141737067,0.22796979172772144,0.00026274601415698234,-1.8921861285036712,0.4770160473926998,38.1983618706913,31.931593674911532,3429.407,95,-0.005666795613715919,3.5599637459463067
B0005,17,24,1.802579500826209,3.5603420474985823,2.5739035098380962,0.23297600498562532,0.0002722247321074354,-1.9027629207037406,0.4571130109358775,38.31926916027133,31.941655359029298,3409.484,94,-9.251402220494284e-06,3.561513680388335
B0005,18,24,1.8030683142834096,3.5591189041401865,2.4942396831720126,0.23873643876806222,0.0002829479569423454,-1.9133470605822436,0.4358942318853322,38.4787542519308,31.965008645476725,3390.422,93,0.0004807070186301026,3.5603043757625628
B0005,19,24,1.8027776247196041,3.557886771846508,2.4556793246645583,0.24145031412156678,0.0002846058178236973,-1.9131602105481538,0.43619046586394566,38.54659017774874,31.966241678512723,3390.281,92,9.90619466977414e-05,3.5591159078284256
B0005,20,24,1.8470259949329193,3.5520375235511907,2.632142800798914,0.23416563071224794,0.0002586142872495683,-1.8553455745575975,0.5400579358950733,38.44749852224995,32.37143341978575,3591.734,91,0.021978840324754997,3.556347733179295
B0005,21,24,1.847417311283644,3.5525668436897124,2.5027764692056795,0.2441722414090925,0.0002729452425606964,-1.8746995273150975,0.5078881766945342,38.992275791716615,32.70024990461686,3552.297,90,0.022319843282020423,3.554163713029137
B0005,22,24,1.8361774213478947,3.556794038327039,2.617507742871704,0.23311973567394634,0.00026337733428885123,-1.873827212788385,0.5090210348494151,38.51424197364312,32.32266411829938,3531.578,89,-0.005424286792512141,3.5537994685226475
B0005,23,24,1.8257807475776242,3.5614100044534203,2.694074478000972,0.22484633144049296,0.00025969408257722494,-1.883193546754683,0.49304941109665107,38.165816144899125,31.98795810666763,3492.907,88,-0.010818281853009525,3.556923628823391
B0005,24,24,1.8251136435078368,3.5566107947817986,2.6237674644021887,0.23067449635182954,0.0002584788379515496,-1.873239184822504,0.51045002675325,38.16526203587147,31.894456524691385,3511.594,87,-0.0055318889200284115,3.558271612520753
B0005,25,24,1.8255815042203762,3.5586742170266272,2.5010798299873738,0.23845858592777874,0.00028633173207229695,-1.9139593751505897,0.4336815885962881,38.27549578575718,31.78039681801023,3431.9370000000054,86,-9.9621678623742e-05,3.5588983387539486
B0005,26,24,1.8140311275083907,3.564103182686905,2.6849988185249796,0.22371289710668404,0.0002656254727482935,-1.9030532722310995,0.45609178373993275,37.982160799183106,31.688747146342205,3431.125,85,-0.0055412579997227655,3.5597960648317772
B0005,27,24,1.8147691941158939,3.559588063594272,2.547109116468133,0.23399060506233524,0.00028021540800163926,-1.9134590742247914,0.434873129767018,38.11100191887773,31.596747992569153,3412.406,84,-0.005406155052240968,3.5607884877692677
B0005,28,24,1.813969388710352,3.556833231052199,2.471314764334132,0.23947202414141244,0.0002830908408395442,-1.913620909902553,0.43491395027052004,38.18831137948753,31.565586498787077,3410.688,83,-3.086939901921009e-05,3.5601748257777914
B0005,29,24,1.802765665167823,3.5624410850948944,2.6613903306108773,0.22469381728284948,0.00026327857323775884,-1.9025819745719061,0.45735642874148813,37.998541119085836,31.59124667045208,3410.718,82,-0.0060017644740355215,3.5596207932471216
B0005,30,24,1.804077040117352,3.5591407106855666,2.541762355407921,0.2337381121665522,0.00027602972690018014,-1.9130621638638965,0.4362089113558066,38.194201649765226,31.603485399391182,3392.719,81,-0.004946174296499876,3.5594716756108866
B0005,31,24,1.8518025516704486,3.5573161327793144,2.628919415830567,0.2244802327371113,0.0002742370051161053,-1.920618117118412,0.4205282536761078,38.45796400011448,31.91556385491565,3470.672,80,0.024518443251313055,3.5596326428532588
B0005,32,24,1.8307038456739428,3.561870782772737,2.6312552691827045,0.22326557144507364,0.0002751917807400342,-1.9298830859597569,0.399294272689169,38.49126351534004,32.081128118597164,3414.109,79,0.013313402778295446,3.5594425420792057
B0005,33,24,1.8199041089501267,3.5617586337260088,2.654880745360911,0.22104596048351946,0.0002705883544717807,-1.9293005284805407,0.4002852377219257,38.31473393357882,31.849792632896243,3395.219,78,-0.015949221360160904,3.560315183092687
B0005,34,24,1.8093079637028517,3.5597307651083123,2.6749688422803803,0.21897224844365457,0.00026276785201614623,-1.923330987770314,0.4135159697940358,37.861934640176806,31.465690433362017,3386.0,77,-0.010697940985545403,3.561120060535686
B0005,35,24,1.80460990458052,3.5575937553540915,2.6159705726789904,0.22364252387843475,0.00026851361554705013,-1.9284469980320087,0.40194096557758924,37.90665575786083,31.40934895665031,3368.187,76,-0.007647102184803124,3.5596943847294704
B0005,36,24,1.7993770651972192,3.5597237883937995,2.658447162110498,0.22067304968852833,0.0002619974122139911,-1.9231439161693824,0.4145005123309109,38.34003238560517,31.902247475518077,3368.266,75,-0.0049654492528159655,3.559016102952068
B0005,37,24,1.7884432335370462,3.559061771422033,2.6979426084271156,0.2174117074890921,0.0002534794421255026,-1.9170149640438081,0.42729035615010547,38.0745950590744,31.649024294808623,3358.719,74,-0.008083335521736776,3.5587931050566417
B0005,38,24,1.7829230484252723,3.557015527748059,2.6617272246516333,0.2202112122344345,0.0002581795347896819,-1.922048805055383,0.4161258984825695,38.07252758016199,31.48874626238971,3339.5,73,-0.008227008385973095,3.558600362521297
B0005,39,24,1.7730337158018288,3.5562481933590964,2.699288287625812,0.21711532049783672,0.0002506149724729192,-1.9162302821549877,0.42893766203569794,37.80133585100446,31.329995610092634,3331.265,72,-0.0077047588676085865,3.5574418308430626
B0005,40,24,1.773037755078937,3.5532756526091784,2.6127932408838532,0.2242097776623701,0.00025996158226146497,-1.9220800182578983,0.4172895950868297,38.39873985476869,31.569551201845574,3321.188,71,-0.004942646673167472,3.5555131245721108
B0005,41,24,1.7678721106662054,3.556266431640255,2.6637064901468075,0.22065598640894563,0.00025405138533884193,-1.9162417890311958,0.42954821430451323,38.74929237918251,32.111426258867944,3321.844,70,-0.00258080256781142,3.55526342586951
B0005,42,24,1.7623150704093087,3.5563095420140822,2.6668454289754746,0.22086472080479183,0.00025304960275757436,-1.9158809823517762,0.4301866281036963,38.87275464755104,32.271676011112376,3311.828,69,-0.0053613423348138805,3.5552838754211717
B0005,43,24,1.7676172924938447,3.558950851054106,2.684431051981017,0.2248771520046519,0.0002545908633415964,-1.9114406265753041,0.43944109419390154,38.503541429116005,31.842291659678658,3327.391,68,-0.000127409086180237,3.557175608236148
B0005,44,24,1.762668359743147,3.5534418211598053,2.645224362345869,0.22263448201480376,0.00025044856630172503,-1.9158166997544155,0.4299853699579859,38.27009094548294,31.759815453754253,3312.078,67,0.00017664466691944146,3.5562340714093312
B0005,45,24,1.7517304870664143,3.5510121537420285,2.6603527244917,0.22130511019697496,0.00024874080722317557,-1.9151304155635374,0.4310379045239763,38.11684755251712,31.41911167391793,3293.172,66,-0.00794340271371503,3.5544682753186465
B0005,46,24,1.7418496047960008,3.551317608213948,2.6926849789916263,0.21900720749034402,0.0002465498168800279,-1.9148485784393638,0.43231390245118795,38.04152715355532,31.331626572312267,3275.328,65,-0.010409377473572895,3.5519238610385937
B0005,47,24,1.7360913511847138,3.549003180550162,2.670544734728978,0.22112880899864104,0.00024802362817514915,-1.9144128654409127,0.4327839754033059,38.17980302242767,31.35934131425137,3265.016,64,-0.007819567940849939,3.550444314168713
B0005,48,24,1.7936240148573608,3.5597648340955175,2.605158060541757,0.22690811654164278,0.0002855112711960879,-1.9388813849818083,0.3772637665356265,40.71218198711114,34.31088483888259,3328.937,63,0.025887205030679785,3.5533618742865425
B0005,49,24,1.7831890223273275,3.5623454342368555,2.672012007453096,0.22196151611679193,0.000266967616002134,-1.927509725704535,0.40406682162522617,39.885261233152924,33.43585640373788,3329.266,62,0.023548835571307204,3.5570378162941783
B0005,50,24,1.7673642076278957,3.558336657621618,2.674271233724938,0.22116302424041023,0.00026245105600595137,-1.9267185977839403,0.4055885131371584,39.18287352945846,32.66698125020078,3301.579,61,-0.013129903614732461,3.560148975317997
B0005,51,24,1.7570177850353066,3.554013138622869,2.6309416727017187,0.22441709628144815,0.00026351327630657066,-1.9261308349663746,0.4068434847542995,38.951564804030774,32.28423408691397,3283.563,60,-0.013085618646010556,3.558231743493781
B0005,52,24,1.7468706179837907,3.552376095886298,2.6629725743154204,0.22204569380260106,0.00025584562203007875,-1.9202346781375206,0.42017980834668417,38.607510759873634,32.00739178780946,3275.125,59,-0.010246794822052287,3.554908630710262
B0005,53,24,1.7417172507457144,3.549618661283733,2.612942119873717,0.22622259329090488,0.0002593003187504073,-1.9201011498853633,0.4206076443839264,38.920359903369054,32.06387071886056,3265.656,58,-0.0076502671447958226,3.5520026319309665
B0005,54,24,1.7364225056478186,3.54938103086703,2.6157198442661476,0.22644463175198204,0.0002553979851283271,-1.9144278105456467,0.43285900358177537,39.23273115358871,32.43754560319043,3266.093,57,-0.0052240561679858825,3.5504585960123536
B0005,55,24,1.7263217239235826,3.5472118680418956,2.6287695472774453,0.2256048866862126,0.00024962499153932536,-1.908340706503589,0.44542459211819263,38.964927068400804,32.16809876635083,3257.594,56,-0.0076977634110659355,3.548737186730886
B0005,56,24,1.7158065389330133,3.5467052098640246,2.6655106679421823,0.22260946236691775,0.00024315111801814036,-1.902207182631691,0.4575237574010793,38.83927283461771,32.05752645824972,3248.593,55,-0.010307983357402795,3.5477660362576504
B0005,57,24,1.710533351135192,3.544629653883431,2.650495153350403,0.22441087883425337,0.00024366183882690027,-1.9020484449938713,0.45824944020161834,38.82796377704433,31.975920928072714,3238.766,54,-0.007894186394195314,3.5461822439297834
B0005,58,24,1.706014499648521,3.5436291614253204,2.643236235233877,0.2251626394650501,0.00024131730720039848,-1.8964907679062355,0.4695119039783484,39.14007944734004,32.21689335291319,3240.14,53,-0.004896019642246105,3.5449880083909253
B0005,59,24,1.7003110272642588,3.5444946147995258,2.656450207001938,0.2250288003365719,0.0002406770930137799,-1.895971437908019,0.4700220134159711,39.349611598028886,32.55632993697177,3230.109,52,-0.005111161935466523,3.5442511433694257
B0005,60,24,1.6945798601797895,3.5409201846556857,2.626177688152069,0.22759267954042178,0.0002390604139321101,-1.8899648799839277,0.4809252461296192,39.29444535878087,32.40048085325998,3229.7810000000027,51,-0.005717319734365643,3.543014653626844
B0005,61,24,1.6849029086609286,3.541195668799061,2.6582230344240045,0.2253901682415922,0.0002370239555990082,-1.8893703824420507,0.48225312231239975,39.10487658009542,32.29371860868794,3212.469,50,-0.007704059301664893,3.5422034894180907
B0005,62,24,1.6744741591159717,3.540671044783382,2.695100237338448,0.22200337643732754,0.00022837064908345632,-1.8776883243431417,0.5029620620589579,39.0462609369598,32.136071448067796,3213.219,49,-0.010052850531908828,3.540928966079376
B0005,63,24,1.6745692479879102,3.5376048790268775,2.639091813583503,0.22747021165023182,0.00023536371921914262,-1.8831065986697755,0.4936099038550067,39.398032192832,32.38268549723498,3203.578,48,-0.005166830336509213,3.539823864203107
B0005,64,24,1.663716375981405,3.538422485261741,2.6857210282450983,0.22445639503179138,0.00022857259906700831,-1.876359921441716,0.5045046007331752,39.10678394120843,32.30899951427637,3195.125,47,-0.005378891567283292,3.538899469690667
B0005,65,24,1.659013868748246,3.53928626988912,2.69017866510873,0.2237217691429451,0.0002283347919959778,-1.8709550260104437,0.5143997774045596,39.44448954135193,32.56636929496716,3195.3129999999946,46,-0.007777689619831732,3.5384378780592463
B0005,66,24,1.6538540573335014,3.533690170241391,2.639895313359579,0.2284155018484487,0.00023013223160469394,-1.8705599868289542,0.5149956757914231,39.509602016775695,32.46542951751835,3186.297,45,-0.004931159323951577,3.537132975130751
B0005,67,24,1.642653782130131,3.534367734544495,2.68991452927918,0.22401128563800174,0.00022466268509279777,-1.8640049795794804,0.5255367036226928,39.334865362245324,32.347056454418095,3176.438,44,-0.008180043309057312,3.5357813915583356
B0005,68,24,1.6378578430223698,3.5312941932103548,2.65935818848874,0.22709204592021853,0.00022683321925158896,-1.8636932149873204,0.5263075365065475,39.43723270017243,32.371538940646154,3167.593,43,-0.007998107155565797,3.533117365998747
B0005,69,24,1.6327350407099108,3.5309134771684274,2.6657030585650423,0.22674511548841458,0.0002245689100394644,-1.857820396301907,0.5360241740397207,39.51375235624076,32.45549347979197,3167.719,42,-0.004959370710109844,3.5321918016410927
B0005,70,24,1.6277528915533617,3.5287226893409893,2.642986759012803,0.22927035359609077,0.0002263308048063476,-1.8572160981955346,0.5366022681919891,39.60170302810528,32.50017194695606,3159.077999999994,41,-0.005052475734503855,3.53031011990659
B0005,71,24,1.622125485521159,3.52625493581969,2.6311169118893036,0.23073247098074154,0.0002269979800966043,-1.8568340008006827,0.5375143566828329,39.687463597582074,32.50100298369444,3148.829,40,-0.005304777594375536,3.5286303674430357
B0005,72,24,1.6113256603765849,3.528684324337005,2.696157404617167,0.2247705585097621,0.00021931452044643613,-1.8448886500218815,0.5559145972091805,39.53535075538898,32.4728927422438,3149.094,39,-0.008213615588388217,3.5278873164992284
B0005,73,24,1.6065631397488385,3.525556939424901,2.6667596238241567,0.22779895158764976,0.00022121100799452222,-1.8444180038305806,0.5567175936954798,39.6502371632164,32.50480154634882,3140.547,38,-0.0077811728861600414,3.5268320665271986
B0005,74,24,1.6015142233917594,3.5226805646793737,2.6403185448373043,0.23050584047552053,0.0002230802454275608,-1.8438790389835118,0.557421835420678,39.69929058154853,32.51218336210202,3131.625,37,-0.004905718492412647,3.5256406094804262
B0005,75,24,1.590369231400328,3.524673458789008,2.69892986372897,0.22554614793423197,0.00021817717951966872,-1.83711254029409,0.5670761474198778,39.56076309770468,32.45692821941515,3121.907,36,-0.008096954174255048,3.5243036542977606
B0005,76,24,1.5857889968242211,3.5213155754526824,2.6682466504352993,0.22838261270267754,0.0002182183392865626,-1.8315957075983758,0.5758422473114834,39.63708096307912,32.447059186431154,3122.125,35,-0.007862613283768981,3.522889866307022
B0005,77,24,1.5849430707374117,3.51803386486462,2.6479207279724903,0.23117872316851204,0.00021920839704147522,-1.8311195242792309,0.5758733468618624,39.43977047692484,32.32889654966259,3121.672,34,-0.002713080331457863,3.52134096636877
B0005,78,24,1.5955263892495937,3.5236841955396794,2.6741633856529066,0.22917796003491905,0.0002256238305252689,-1.8432799764914718,0.5581982237984048,39.839022256254516,32.84488475360107,3120.86,33,0.004868696212686531,3.5210112119523274
B0005,79,24,1.5747301747801037,3.519146638240668,2.6892528956736257,0.22719970590454205,0.00021841721025795614,-1.829798505957538,0.577259511293026,39.41794949618613,32.31731555011648,3103.828,32,-0.00510644797865401,3.5202882328816556
B0005,80,24,1.5649019950937946,3.516233648608237,2.688809122993162,0.2273324183483178,0.00021624492344623185,-1.8236746835609148,0.5868747718090098,39.262781682151214,32.06376130177751,3095.094,31,-0.01531219707789949,3.519688160796195
B0005,81,24,1.5597659473370362,3.514773138461639,2.6743555987897745,0.22847210016062755,0.00021581466023891743,-1.8176720770210877,0.5952075610841622,39.47237839941986,32.21997626855924,3095.781,30,-0.007482113721533657,3.516717808436848
B0005,82,24,1.5594815668184234,3.5132992979150073,2.6430294964336345,0.2314217062849809,0.0002187320424027837,-1.8179238657973993,0.5952405875017754,40.037541469513684,32.7120225448885,3094.328,29,-0.002710214137685369,3.5147686949949613
B0005,83,24,1.55468935359061,3.514484830704665,2.6584858447131823,0.23060759962593796,0.00021862226149292342,-1.817160673909645,0.5961269317003768,40.142730162011574,32.945022147355694,3086.531,28,-0.0025382968732128716,3.51418575569377
B0005,84,24,1.5488741079890418,3.5109677353595243,2.629782173759164,0.2329526759800367,0.00021795344067467815,-1.8110297241968543,0.6042377451924877,40.1165626728546,32.857549597381336,3085.625,27,-0.005303729414690637,3.5129172879930657
B0005,85,24,1.538236598942558,3.5109358749578012,2.6622967647315545,0.2307329830817022,0.0002165533944368754,-1.8094435644526072,0.605972691577863,39.87503330866132,32.629663328789654,3067.203,26,-0.008226377324026068,3.5121294803406635
B0005,86,24,1.527914258251028,3.509393098217416,2.682380966742509,0.2288570136594319,0.00021312411300919684,-1.8026537331443495,0.6147018605615803,39.61961987024145,32.379859014262976,3058.157,25,-0.010479924869006792,3.510432236178247
B0005,87,24,1.5285252629756445,3.5066782411556563,2.6401894768922713,0.2324429087783303,0.00021620636373807808,-1.8031542757366414,0.6147768190719081,40.067324667444815,32.68215852457039,3058.812,24,-0.004855667983456525,3.509002404776958
B0005,88,24,1.522647325284378,3.5109885623008092,2.693769409137257,0.2279824823099926,0.00021290253610377417,-1.7965666438696486,0.6225281437334834,40.24716716520102,32.99387423636739,3058.578,23,-0.002633466483324591,3.5090199672246274
B0005,89,24,1.5174859938489869,3.510305462695178,2.695787450704935,0.2281087434098021,0.00021320612567642992,-1.7959771394311956,0.6233048468787379,40.30253125568348,33.04539707211165,3049.328,22,-0.00551963456332868,3.5093240887172144
B0005,90,24,1.605818899130659,3.5222215314850214,2.6920548172137724,0.23455024881444192,0.00021964801130674275,-1.822916991757235,0.5880606956486941,40.09418103142496,32.856295641052824,3177.219,21,0.041585786923140494,3.5145051854936695
B0005,91,24,1.5638491446744425,3.5163492154331264,2.629071246219689,0.2342514069587575,0.00022912508699949599,-1.8294275689587538,0.5790386830763732,40.52238496316615,33.33950238056361,3082.937,20,0.02318157541272796,3.5162920698711084
B0005,92,24,1.5480915247767786,3.5134397623234963,2.631343871050918,0.23338016528628605,0.00022390067326196513,-1.816317296828028,0.5967165768532282,40.56886357314186,33.35156485472646,3074.266,19,-0.028863687176939948,3.517336836413881
B0005,93,24,1.5323755631868592,3.515137522009075,2.6983970036642315,0.22724285807568523,0.00021605624733283304,-1.8033689952639713,0.6138243789661205,40.27804845768325,33.147486361012966,3066.0,18,-0.01573679074379133,3.514975499921899
B0005,94,24,1.5269528268489705,3.50830390643132,2.6338485871981514,0.2331667808997218,0.00021872624304919208,-1.802670753119494,0.6146945270651876,40.2921849196155,33.007275861749356,3056.437,17,-0.01056934896390401,3.51229373025463
B0005,95,24,1.5169573017136326,3.509190808443004,2.671566207861818,0.22983512055913674,0.00021523998453531432,-1.7958941337499832,0.6233018675049735,40.184384347174266,32.91990812745461,3048.219,16,-0.007709130736612915,3.510877412294466
B0005,96,24,1.5118975960142693,3.5068097579555353,2.6540810507928123,0.23170359937392337,0.0002164429436123291,-1.795344963527795,0.624318776563091,40.320066232195046,32.99903328622305,3039.218,15,-0.007527615417350444,3.5081014909432864
B0005,97,24,1.5065638960681105,3.50609090727422,2.656849703962618,0.23141529776276365,0.00021468279532175727,-1.7893518988259454,0.6320325499876801,40.336505612651585,33.03772281691292,3039.047,14,-0.005196702822760852,3.5073638245575864
B0005,98,24,1.5015453526671363,3.5037157727265953,2.6363048614501152,0.23345025331554517,0.00021607376852926505,-1.7883879159763685,0.6328913986760089,40.43267631588412,33.07740307192613,3030.375,13,-0.005176121673566461,3.505538812652117
B0005,99,24,1.4908444050400238,3.5067479961367156,2.69951692300468,0.22782166398290293,0.00021160919494329523,-1.7815447770741009,0.6414356710358949,40.314538591575015,33.05467981523988,3021.0,12,-0.007859745514043491,3.505518225379177
B0005,100,24,1.485868384561201,3.5058813026542324,2.698216006032282,0.22798452244418208,0.00021031874226361502,-1.7753115642966961,0.6486068932660061,40.386661855917744,33.11570360624461,3021.75,11,-0.007838484052967434,3.5054483571725146
B0005,101,24,1.480413677976106,3.504168333530808,2.6911707598773864,0.22887754440273086,0.00021103787257666494,-1.7742377662318358,0.6498057454815246,40.43384612547835,33.12942148982364,3012.265,10,-0.005215363531958836,3.505599210773919
B0005,102,24,1.4752095869031632,3.5030568931470634,2.690162319231471,0.22926505227297364,0.00021147185297056367,-1.773860289771637,0.6507355272479427,40.44479269068758,33.130681310493344,3002.641,9,-0.005329398829018538,3.504368843110701
B0005,103,24,1.4859035988304024,3.4982324882487936,2.6355034454892072,0.23319573629206394,0.00021501262924864805,-1.7809702419814517,0.6422230325919555,40.58499656066617,33.20069210329718,3012.0,8,0.0027449604271484345,3.5018192383088884
B0005,104,24,1.4960918298136696,3.5065859365661325,2.6594753656507684,0.2327793636251861,0.00022085642046478326,-1.7879098523188452,0.633757279790088,40.99869158762305,33.78697527817091,3020.11,7,0.0104411214552533,3.5026251059873297
B0005,105,24,1.4808005946928984,3.501457140697961,2.644554999824577,0.2335250205477887,0.0002176172949551978,-1.780229415660985,0.6432393686749752,40.997807625227495,33.673365085761986,3002.172000000006,6,-0.0025515020687519024,3.502091855170962
B0005,106,24,1.4697543268466824,3.501658387162809,2.6719601666204564,0.23109365437747822,0.0002144075564160427,-1.7731015168894209,0.6514705765655358,40.84213757482493,33.535818118317145,2992.703,5,-0.013168751483493259,3.503233821475634
B0005,107,24,1.4539012274845928,3.4966186408455298,2.6598211033173382,0.23123114842947284,0.00021411856666809722,-1.7705879947441516,0.654212957890516,40.69012464267011,33.32269982188509,2964.468,4,-0.013449683604152584,3.499911389568766
B0005,108,24,1.4541462067235693,3.4991645719433246,2.688360455508818,0.22947771879895953,0.00021003033008409186,-1.7600629827474803,0.667000512961465,40.69938049882204,33.346230327490304,2983.375,3,-0.007804060061556332,3.499147199983888
B0005,109,24,1.455023751906683,3.496080777360074,2.6376728619288525,0.23426793601664392,0.00021507296638610684,-1.765575132998529,0.6607978776580166,41.06026204078849,33.64948900485925,2975.297,2,0.0005612622110453396,3.4972879967163095
B0005,110,24,1.449042163761236,3.4959014526387993,2.645120521151077,0.23343364754226326,0.00021320850574741863,-1.7588271887545277,0.6677722505465497,41.19696040482682,33.79269513542102,2974.9850000000006,1,-0.00255202148116647,3.4970489339807327
B0005,111,24,1.4386709371480566,3.49758697990267,2.698012437629632,0.229142139192038,0.00020910851993556235,-1.7516428147438297,0.6759686601230658,40.84446688602949,33.52446663707275,2966.25,0,-0.008176407379313189,3.4965230699671808
B0005,112,24,1.433445432156979,3.4956989619989507,2.6928942772989077,0.2296125408087406,0.00020961461662223185,-1.7513097768253418,0.6767833456075123,40.764203830749366,33.39042251934235,2956.359,0,-0.007798365802128382,3.49639579818014
B0005,113,24,1.4333958900838095,3.492875380810072,2.6483923655058113,0.2334116463244922,0.00021222846008556878,-1.7511840784846122,0.6767869141766419,41.11212504270441,33.67370212742761,2956.344,0,-0.0026375235321234006,3.4953871075705645
B0005,114,24,1.42806487344776,3.49551076423368,2.6832134764261997,0.23026320374609258,0.00020969369553368878,-1.7446206812145286,0.6838024379199837,41.27256611507568,33.91080564765892,2956.406,0,-0.002690279354609368,3.4946950356809006
B0005,115,24,1.4229203181741186,3.4942333590450834,2.684960445221862,0.23051595773401903,0.00020995709299073608,-1.7436362428649814,0.6846051890564013,41.15574924454392,33.7850680599871,2947.266,0,-0.005237785954845429,3.4942065013629446
B0005,116,24,1.417429032731308,3.491197414255986,2.669922120529456,0.23192515902293845,0.00021033963747766926,-1.7425325036061032,0.6854953037815841,41.03237216951879,33.61126807392732,2937.984,0,-0.005317920358225802,3.4936471791782497
B0005,117,24,1.412409228794446,3.4889094081576237,2.664105530655056,0.23255290311170276,0.00021065392963480188,-1.7419837011363046,0.6864030353770245,40.937269906716935,33.45598581472246,2929.125,0,-0.005255544689836264,3.4914467271528977
B0005,118,24,1.412578792940193,3.487376295811431,2.634098605983684,0.23502132753203192,0.00021293195740892511,-1.7421680980861822,0.686435308908867,41.240704611971786,33.723267448788484,2928.454,0,-0.0024251198955573964,3.4891610394083465
B0005,119,24,1.4075983731469897,3.491994243745711,2.68378702970616,0.23071791602007982,0.00021026396485773126,-1.735841378420618,0.6933478478788404,41.43649987692296,34.050076369857344,2929.375,0,-0.002405427823728149,3.4894266492382555
B0005,120,24,1.4333920485221476,3.491585878898649,2.660031949282934,0.2314340526179757,0.00021499964475624308,-1.7567879869499758,0.6705438927885254,41.16703904201915,33.889346908026745,2946.031,0,0.010406627790977481,3.490318806151931
B0005,121,24,1.4382550176792908,3.495576227046425,2.650011641082063,0.23397367076765024,0.00021968288150657836,-1.7573176114092575,0.6694688446745368,41.36216559728765,34.067648550088656,2955.438,0,0.015328322266150602,3.4930521165635953
B0005,122,24,1.4173547174485526,3.4938988589692483,2.6936969083341418,0.22954405726334065,0.0002121818250368739,-1.7427628393326555,0.6856017380135446,41.02198772703674,33.75168100943646,2937.625,0,-0.00801866553679742,3.493686988304774
B0005,123,24,1.406981663677643,3.49159162968384,2.697073130067154,0.22932881459420568,0.00020984462697508716,-1.7352637407600366,0.6933146489933393,40.78818812957494,33.46482299584788,2929.078,0,-0.015636677000823575,3.4936889052331708
